品牌,车型,价格,年份,里程,燃料类型,变速器,车辆类型,数据来源,所在城市,车龄,价格区间,里程区间,排量
凯迪拉克,凯迪拉克XT5 2025款 2.0T 铂金型,1.8,2025,18000,汽油,自动,SUV,车168,北京,-1,10万以下,1-3万公里,2.0
领克,领克900 2025款 1.5T Ultra,0.2,2025,2000,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,1.5
宝马,宝马5系 2023款 改款 530Li 领先型 M运动套装,2.1,2023,21000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
凯迪拉克,凯迪拉克XT5 2025款 2.0T 铂金型,1.2,2025,11600,汽油,自动,SUV,车168,北京,-1,10万以下,1-3万公里,2.0
凯迪拉克,凯迪拉克GT4 2023款 25T 尊贵型,0.7,2023,7000,汽油,自动,轿车,车168,北京,1,10万以下,1万公里以下,0.0
汉L,汉L 2025款 EV 701KM激光雷达旗舰型,0.3,2025,3300,电动,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
奥迪,奥迪A4L 2023款 40 TFSI 豪华动感型,0.4,2023,3600,汽油,自动,轿车,车168,北京,1,10万以下,1万公里以下,4.0
理想,理想L7 2024款 Ultra,2.1,2024,21000,电动,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
凯迪拉克,凯迪拉克XT5 2022款 2.0T 四驱尊贵型,3.9,2022,38600,汽油,自动,SUV,车168,北京,2,10万以下,3-5万公里,2.0
凯迪拉克,凯迪拉克XT5 2025款 2.0T 铂金型,1.0,2025,10000,汽油,自动,SUV,车168,北京,-1,10万以下,1-3万公里,2.0
凯迪拉克,凯迪拉克XT6 2025款 2.0T 六座四驱尊贵行政黑标版,0.2,2025,1600,汽油,自动,SUV,车168,北京,-1,10万以下,1万公里以下,2.0
智己,智己LS6 2025款 超强性能灵蜥智享版,1.2,2025,11600,汽油,自动,轿车,车168,北京,-1,10万以下,1-3万公里,0.0
豹8,豹8 2025款 智勇旗舰版 6座,0.7,2025,7000,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
探岳,探岳 2023款 改款 380TSI 四驱R-Line高能版,0.5,2023,5400,汽油,自动,轿车,车168,北京,1,10万以下,1万公里以下,0.0
凯迪拉克,凯迪拉克XT6 2025款 2.0T 六座四驱尊贵行政黑标版,1.1,2025,11000,汽油,自动,SUV,车168,北京,-1,10万以下,1-3万公里,2.0
阿维塔06,阿维塔06 2025款 Ultra纯电版,0.3,2025,3400,电动,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
腾势N9,腾势N9 2025款 旗舰型,0.5,2025,5100,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
宋PLUS新能源,宋PLUS新能源 2024款 荣耀版 DM-i 110km 旗舰PLUS,0.7,2024,6700,插电混动,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
凯迪拉克,凯迪拉克CT6 2022款 28T 尊贵型,5.6,2022,56000,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,0.0
指南者,指南者 2017款 200T 自动家享版,7.6,2017,76000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,0.0
朗逸,朗逸 2015款 1.6L 手动风尚版,8.2,2015,82000,汽油,手动,轿车,车168,北京,9,10万以下,5-10万公里,1.6
思域,思域 2012款 1.8L 自动舒适版,8.2,2012,82000,汽油,自动,轿车,车168,北京,12,10万以下,5-10万公里,1.8
卡罗拉,卡罗拉 2017款 改款 1.2T S-CVT GL-i,5.5,2017,55000,汽油,CVT,SUV,车168,北京,7,10万以下,5-10万公里,1.2
君威,君威 2015款 2.0L 精英时尚型,8.1,2015,81000,汽油,自动,轿车,车168,北京,9,10万以下,5-10万公里,2.0
探界者,探界者 2018款 535T 自动驭界版,7.5,2018,75000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,0.0
凯美瑞,凯美瑞 2009款 200G 豪华版,8.7,2009,87000,汽油,自动,轿车,车168,北京,15,10万以下,5-10万公里,0.0
蒙迪欧,蒙迪欧 2013款 2.0L GTDi200豪华型,8.8,2013,88000,汽油,自动,轿车,车168,北京,11,10万以下,5-10万公里,2.0
奔驰,奔驰C级 2013款 C 180 经典型 Grand Edition,9.2,2013,92000,汽油,自动,轿车,车168,北京,11,10万以下,5-10万公里,0.0
明锐,明锐 2019款 1.5L 手动豪华版,5.9,2019,59000,汽油,手动,轿车,车168,北京,5,10万以下,5-10万公里,1.5
沃尔沃,沃尔沃S60 2015款 S60L 2.0T 智远版,9.2,2015,92000,汽油,自动,轿车,车168,北京,9,10万以下,5-10万公里,0.0
起亚,起亚K5 2016款 1.6T 自动LUX,8.3,2016,83000,汽油,自动,SUV,车168,北京,8,10万以下,5-10万公里,1.6
宝马,宝马3系(进口) 2010款 320i时尚型,8.5,2010,85000,汽油,自动,轿车,车168,北京,14,10万以下,5-10万公里,0.0
天籁,天籁 2013款 2.0L XL舒适版,8.9,2013,89000,汽油,自动,SUV,车168,北京,11,10万以下,5-10万公里,2.0
帕萨特,帕萨特 2015款 1.8TSI DSG尊荣版,9.1,2015,91000,汽油,自动,轿车,车168,北京,9,10万以下,5-10万公里,1.8
奥迪,奥迪Q5 2013款 40 TFSI 技术型,11.0,2013,110000,汽油,自动,SUV,车168,北京,11,10-20万,10万公里以上,0.0
奥迪,奥迪A6L 2011款 2.0 TFSI 自动标准型,9.3,2011,93010,汽油,自动,轿车,车168,北京,13,10万以下,5-10万公里,6.0
奔驰,奔驰E级 2012款 E 200 L CGI优雅型,11.0,2012,110000,汽油,自动,轿车,车168,北京,12,10-20万,10万公里以上,0.0
别克,别克GL6 2018款 18T 6座尊贵型,5.9,2018,59000,汽油,自动,SUV,车168,北京,6,10万以下,5-10万公里,0.0
雪铁龙C5,雪铁龙C5 2014款 2.0L 自动尊悦型,7.4,2014,74000,汽油,自动,轿车,车168,北京,10,10万以下,5-10万公里,2.0
途观,途观 2012款 1.8TSI 自动四驱菁英版,9.2,2012,92000,汽油,自动,轿车,车168,北京,12,10万以下,5-10万公里,1.8
迈锐宝,迈锐宝 2013款 1.6T 自动舒适版,9.2,2013,92000,汽油,自动,轿车,车168,北京,11,10万以下,5-10万公里,1.6
威朗,威朗 2015款 三厢 20T 双离合领先型,7.2,2015,72000,汽油,双离合,轿车,车168,北京,9,10万以下,5-10万公里,0.0
迈腾,迈腾 2015款 改款 1.8TSI 豪华型,9.7,2015,97000,汽油,自动,轿车,车168,北京,9,10万以下,5-10万公里,1.8
奥迪,奥迪A4L 2016款 35 TFSI 典藏版 自动标准型,9.1,2016,91000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,4.0
奔驰,奔驰M级 2006款 ML 350 尊贵型,13.0,2006,130000,汽油,自动,轿车,车168,北京,18,10-20万,10万公里以上,0.0
朗逸,朗逸 2013款 改款 1.4TSI DSG舒适版,8.7,2013,87000,汽油,自动,轿车,车168,北京,11,10万以下,5-10万公里,1.4
大通G50,大通G50 2021款 PLUS 1.5T 自动适航版,4.8,2021,48000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,1.5
昂科拉,昂科拉 2015款 1.4T 自动两驱都市精英型,8.7,2015,87000,汽油,自动,轿车,车168,北京,9,10万以下,5-10万公里,1.4
迈巴赫S级,迈巴赫S级 2024款 改款 S 480 4MATIC,0.3,2024,3000,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
发现,发现 2015款 3.0 SC V6 SE,16.0,2015,160000,汽油,自动,轿车,车168,北京,9,10-20万,10万公里以上,0.0
普拉多,普拉多 2016款 3.5L 自动TX-L,8.3,2016,83000,汽油,自动,SUV,车168,北京,8,10万以下,5-10万公里,3.5
Cayenne,Cayenne 2018款 Cayenne 3.0T,11.4,2018,114000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,3.0
威尔法,威尔法 2021款 皇冠 双擎 2.5L HV至尊版,11.8,2021,118000,汽油,自动,轿车,车168,北京,3,10-20万,10万公里以上,2.5
奔驰,奔驰GLC 2020款 GLC 260 L 4MATIC 豪华型,10.9,2020,109000,汽油,自动,SUV,车168,北京,4,10-20万,10万公里以上,0.0
奔驰,奔驰S级 2024款 S 450 L 4MATIC,0.5,2024,5000,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
奔驰,奔驰GLC AMG 2024款 AMG GLC 43 4MATIC,0.5,2024,5000,汽油,自动,SUV,车168,北京,0,10万以下,1万公里以下,0.0
迈巴赫S级,迈巴赫S级 2021款 S 480 4MATIC,1.5,2021,15000,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,0.0
奔驰,奔驰EQS AMG 2022款 AMG EQS 53 4MATIC+,0.9,2022,9000,汽油,自动,SUV,车168,北京,2,10万以下,1万公里以下,0.0
牧马人,牧马人 2017款 3.6L Rubicon 四门舒享版,6.3,2017,63000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,3.6
雷克萨斯,雷克萨斯RX 2020款 改款 450h 四驱典雅版,4.1,2020,41000,汽油,自动,SUV,车168,北京,4,10万以下,3-5万公里,0.0
Macan,Macan 2020款 Macan 2.0T,5.7,2020,57000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,2.0
GranTurismo,GranTurismo 2007款 4.2L 标准版,11.1,2007,111000,汽油,自动,轿车,车168,北京,17,10-20万,10万公里以上,4.2
Cayenne新能源,Cayenne新能源 2023款 Cayenne E-Hybrid 2.0T,7.0,2023,70000,汽油,自动,轿车,车168,北京,1,10万以下,5-10万公里,2.0
捷豹,捷豹XFL 2018款 XFL 2.0T 200PS 精英版,11.1,2018,111000,汽油,自动,SUV,车168,北京,6,10-20万,10万公里以上,2.0
宝马,宝马X3 2020款  xDrive30i 领先型 M运动套装,9.1,2020,91000,汽油,自动,SUV,车168,北京,4,10万以下,5-10万公里,0.0
雷克萨斯,雷克萨斯RX 2016款 450h 四驱典雅版,14.8,2016,148000,汽油,自动,SUV,车168,北京,8,10-20万,10万公里以上,0.0
途乐,途乐 2018款 4.0L 领英型,3.8,2018,38000,汽油,自动,轿车,车168,北京,6,10万以下,3-5万公里,4.0
雷克萨斯,雷克萨斯ES 2015款 200 精英版,4.8,2015,48000,汽油,自动,轿车,车168,北京,9,10万以下,3-5万公里,0.0
宝马,宝马X2 2020款 sDrive20i M越野套装,4.9,2020,48900,汽油,自动,SUV,车168,北京,4,10万以下,3-5万公里,0.0
本田,本田CR-V 2019款 240TURBO CVT两驱风尚版 国VI,5.0,2019,50000,汽油,CVT,SUV,车168,北京,5,10万以下,5-10万公里,0.0
宝马,宝马3系GT 2019款  320i M运动曜夜版,6.0,2019,60000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
雷克萨斯,雷克萨斯NX 2018款 300h 前驱 锋尚版 国V,7.8,2018,78000,汽油,自动,SUV,车168,北京,6,10万以下,5-10万公里,0.0
奔驰,奔驰A级 2019款 改款 A 200 L 运动轿车,6.9,2019,69000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
汉兰达,汉兰达 2018款 2.0T 四驱豪华版 7座 国VI,3.5,2018,34700,汽油,自动,轿车,车168,北京,6,10万以下,3-5万公里,2.0
汉兰达,汉兰达 2018款 2.0T 四驱尊贵版 7座 国VI,8.4,2018,84000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,2.0
思域,思域 2023款 HATCHBACK 2.0L e:HEV 极曜版,5.0,2023,50000,电动,自动,轿车,车168,北京,1,10万以下,5-10万公里,2.0
锋兰达,锋兰达 2023款 2.0L CVT精英版,4.8,2023,48000,汽油,CVT,轿车,车168,北京,1,10万以下,3-5万公里,2.0
传祺,传祺GS4 PLUS 2021款 390T 自动星云版,2.0,2021,20000,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,0.0
传祺,传祺M6 2023款 PRO 270T DCT尊享版,2.2,2023,22000,汽油,双离合,轿车,车168,北京,1,10万以下,1-3万公里,0.0
迈腾,迈腾 2020款 330TSI DSG 领先型,4.6,2020,46000,汽油,自动,轿车,车168,北京,4,10万以下,3-5万公里,0.0
瑞虎9,瑞虎9 2023款 2.0T 双离合两驱豪华版 5座,2.7,2023,27000,汽油,双离合,轿车,车168,北京,1,10万以下,1-3万公里,2.0
逍客,逍客 2022款 2.0L CVT XV智享版,4.3,2022,43000,汽油,CVT,SUV,车168,北京,2,10万以下,3-5万公里,2.0
雷克萨斯,雷克萨斯ES 2023款 200 卓越版,1.3,2023,13000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
马自达,马自达3 昂克赛拉 2023款 2.0L 自动质擎版,1.0,2023,10000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,2.0
星越L,星越L 2024款 2.0TD DCT EVO两驱尊贵型,1.7,2024,16900,电动,双离合,轿车,车168,北京,0,10万以下,1-3万公里,2.0
迈腾,迈腾 2023款 200万辆纪念版 330TSI DSG豪华型,200.0,2023,36000,汽油,自动,轿车,车168,北京,1,100万以上,3-5万公里,0.0
发现运动,发现运动 2022款 249PS 大都会版 5座,1.8,2022,18000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
奔驰,奔驰GLC 2022款 GLC 260 L 4MATIC 豪华型,4.8,2022,48000,汽油,自动,SUV,车168,北京,2,10万以下,3-5万公里,0.0
红旗,红旗HS5 2023款 2.0T 旗享Pro版,2.7,2023,27000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,2.0
途昂,途昂 2021款 380TSI 四驱豪华版,4.8,2021,48000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
天籁,天籁 2021款 2.0L XL 舒适版,3.0,2021,30400,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,2.0
宝马,宝马1系 2021款 改款 125i M运动曜夜版,3.1,2021,31000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
讴歌,讴歌RDX 2019款 2.0T 畅享版 国VI,5.2,2019,52000,汽油,自动,SUV,车168,北京,5,10万以下,5-10万公里,2.0
红旗,红旗HS5 2023款 2.0T 四驱旗享Pro版,2.3,2023,23000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,2.0
帕萨特,帕萨特 2023款 改款 330TSI 星空精英版,3.0,2023,30400,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,0.0
帕萨特,帕萨特 2022款 380TSI 豪华版,4.6,2022,46000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
长安,长安X7 PLUS 2024款 1.5T 自动尊崇型 7座,1.7,2024,16800,汽油,自动,SUV,车168,北京,0,10万以下,1-3万公里,1.5
途岳,途岳 2023款 300TSI 两驱满月版,3.7,2023,37000,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,0.0
哈弗枭龙MAX,哈弗枭龙MAX 2023款 1.5L Hi4 105 四驱领航版,1.7,2023,17000,汽油,自动,SUV,车168,北京,1,10万以下,1-3万公里,1.5
亚洲龙,亚洲龙 2019款 双擎 2.5L 豪华版 国VI,2.5,2019,25000,汽油,自动,轿车,车168,北京,5,10万以下,1-3万公里,2.5
天籁,天籁 2021款 2.0L XL 舒适版,4.2,2021,42000,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,2.0
传祺,传祺GS8 2025款 领航系列 2.0TGDI 两驱豪华版 5座,2.4,2025,24500,汽油,自动,轿车,车168,北京,-1,10万以下,1-3万公里,2.0
宝马,宝马1系 2021款 改款 125i M运动曜夜版,4.8,2021,48300,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
星途凌云,星途凌云 2023款 400T 两驱星尊版,2.4,2023,24000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
速腾,速腾 2023款 300TSI DSG超越版,1.6,2023,16000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
威兰达,威兰达 2022款 2.0L CVT两驱豪华版,5.2,2022,52000,汽油,CVT,轿车,车168,北京,2,10万以下,5-10万公里,2.0
英仕派,英仕派 2023款 260TURBO 典雅版,1.3,2023,13400,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
红旗,红旗H5 2023款 2.0T 自动智联旗享版,4.4,2023,44000,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,2.0
途观L,途观L 2023款 330TSI 自动两驱智享版,3.7,2023,37000,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,0.0
逍客,逍客 2023款 1.3T CVT旗舰版,2.9,2023,29000,汽油,CVT,轿车,车168,北京,1,10万以下,1-3万公里,1.3
君威,君威 2020款 552T 精英型,6.0,2020,59500,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
宝来,宝来 2023款 300TSI DSG尊行版,1.0,2023,10000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
速腾,速腾 2022款 280TSI DSG飞越版,5.9,2022,58900,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,0.0
途昂,途昂 2021款 380TSI 四驱尊崇豪华版,5.4,2021,53900,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
传祺,传祺M6 2021款 PRO 270T DCT精英版,1.2,2021,11900,汽油,双离合,轿车,车168,北京,3,10万以下,1-3万公里,0.0
领克,领克03 2023款 1.5TD DCT劲Pro,2.4,2023,24500,汽油,双离合,轿车,车168,北京,1,10万以下,1-3万公里,1.5
蒙迪欧,蒙迪欧 2023款 EcoBoost 245 豪华型,1.8,2023,18000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
坦克300,坦克300 2021款 越野版 2.0T 征服者,3.6,2021,36000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,2.0
捷途旅行者,捷途旅行者 2023款 2.0T 四驱穿越PRO+,1.8,2023,18000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,2.0
汉,汉 2020款 DM 四驱性能版尊贵型,4.1,2020,41000,插电混动,自动,轿车,车168,北京,4,10万以下,3-5万公里,0.0
途岳,途岳 2025款 新锐 300TSI 锐享版,0.7,2025,7200,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
型格,型格 2023款 240TURBO CVT豪华版,0.4,2023,3500,汽油,CVT,轿车,车168,北京,1,10万以下,1万公里以下,0.0
星越L,星越L 2024款 2.0TD 高功自动两驱云起版,2.0,2024,19600,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,2.0
坦克300,坦克300 2021款 越野版 2.0T 征服者,5.8,2021,58000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,2.0
凯迪拉克,凯迪拉克CT4 2021款 28T 豪华型,6.2,2021,62000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
哈弗大狗,哈弗大狗 PLUS 2023款 2.0T 四驱潮野Plus,4.1,2023,40800,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,2.0
哈弗F5,哈弗F5 2018款 1.5T i潮,5.1,2018,51000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,1.5
星越L,星越L 2024款 油混 1.5T 天宫版,1.8,2024,18000,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,1.5
凯美瑞,凯美瑞 2023款 2.5S 锋尚版,5.2,2023,52000,汽油,自动,轿车,车168,北京,1,10万以下,5-10万公里,0.0
思皓X8,思皓X8 2021款 改款 300T DCT豪华智联版 7座,2.6,2021,26000,汽油,双离合,SUV,车168,北京,3,10万以下,1-3万公里,0.0
红旗,红旗H5 2024款 2.0T 自动智联旗享版,0.8,2024,7600,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,2.0
星瑞,星瑞 2021款 改款 2.0TD 尊贵型,4.6,2021,46000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,2.0
博越,博越 2022款 博越X 1.8TD DCT智尚型,5.0,2022,50199,汽油,双离合,SUV,车168,北京,2,10万以下,5-10万公里,1.8
昂科威S,昂科威S 2022款 昂科威S 552T 两驱精英型,1.9,2022,19000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
奥德赛,奥德赛 2019款 2.0L 锐・至臻版,6.6,2019,66000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,2.0
凯美瑞,凯美瑞 2021款 2.5G 豪华版,3.5,2021,35000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
冠道,冠道 2020款 370TURBO 四驱尊享版,2.0,2020,20000,汽油,自动,轿车,车168,北京,4,10万以下,1-3万公里,0.0
丰田,丰田C-HR 2020款 2.0L 领先版,5.6,2020,56000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,2.0
思皓QX,思皓QX 2021款 300T DCT尊享智联型,5.1,2021,50700,汽油,双离合,SUV,车168,北京,3,10万以下,5-10万公里,0.0
冠道,冠道 2023款 240TURBO 两驱智享版,2.6,2023,26000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
迈锐宝XL,迈锐宝XL 2022款 535T 自动锐动版,2.2,2022,22000,汽油,自动,SUV,车168,北京,2,10万以下,1-3万公里,0.0
哈弗大狗,哈弗大狗 2021款 1.5T DCT两驱边牧版,5.2,2021,52000,汽油,双离合,轿车,车168,北京,3,10万以下,5-10万公里,1.5
帕萨特,帕萨特 2024款 330TSI 精英版,1.5,2024,15000,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
雷凌,雷凌 2024款 185T CVT运动版,2.2,2024,22000,汽油,CVT,轿车,车168,北京,0,10万以下,1-3万公里,0.0
问界M9,问界M9 2024款 增程 Max版 52kWh 5座版,1.5,2024,15000,汽油,自动,SUV,车168,北京,0,10万以下,1-3万公里,0.0
亚洲龙,亚洲龙 2022款 双擎 2.5L 豪华版,4.0,2022,40500,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,2.5
奔驰,奔驰S级 2020款 S 450 L 4MATIC 臻藏版,6.5,2020,65000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
宝马,宝马X5 2022款 xDrive 40Li 尊享型M运动套装,4.7,2022,47000,汽油,自动,SUV,车168,北京,2,10万以下,3-5万公里,0.0
宝马,宝马6系GT 2022款 630i M运动套装,2.6,2022,26000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
Levante,Levante 2021款 3.0T 豪华版,2.6,2021,26000,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,0.0
奔驰,奔驰GLC 2023款 GLC 260 L 4MATIC 豪华型 5座,2.6,2023,26000,汽油,自动,SUV,车168,北京,1,10万以下,1-3万公里,0.0
宝马,宝马X5 2022款 xDrive 40Li M运动套装,3.9,2022,39000,汽油,自动,SUV,车168,北京,2,10万以下,3-5万公里,0.0
Cayenne,Cayenne 2019款 Cayenne 3.0T,3.5,2019,35000,汽油,自动,轿车,车168,北京,5,10万以下,3-5万公里,3.0
奔驰,奔驰GLE轿跑 2023款 GLE 350 4MATIC 轿跑SUV 豪华型,2.5,2023,25000,汽油,自动,SUV,车168,北京,1,10万以下,1-3万公里,0.0
